school_ages,month_year,total_prescriptions,people,year,population,pop_rate,pop_rate_100,pop_rate_1000,proportion
Pre-Schoolers (2-4),2015-01-01,43,34,2015,19661,0.002187070850923147,0.21870708509231473,2.1870708509231473,0.0017293118356136515
Pre-Schoolers (2-4),2015-02-01,44,34,2015,19661,0.0022379329637353135,0.22379329637353135,2.2379329637353136,0.0017293118356136515
Pre-Schoolers (2-4),2015-03-01,40,33,2015,19661,0.0020344845124866486,0.20344845124866487,2.0344845124866486,0.0016784497228014852
Pre-Schoolers (2-4),2015-04-01,46,45,2015,19661,0.002339657189359646,0.23396571893596463,2.339657189359646,0.00228879507654748
Pre-Schoolers (2-4),2015-05-01,42,36,2015,19661,0.0021362087381109813,0.21362087381109812,2.136208738110981,0.0018310360612379837
Pre-Schoolers (2-4),2015-06-01,49,39,2015,19661,0.002492243527796145,0.24922435277961447,2.4922435277961448,0.0019836223996744823
Pre-Schoolers (2-4),2015-07-01,41,37,2015,19661,0.002085346625298815,0.2085346625298815,2.085346625298815,0.00188189817405015
Pre-Schoolers (2-4),2015-08-01,43,40,2015,19661,0.002187070850923147,0.21870708509231473,2.1870708509231473,0.0020344845124866486
Pre-Schoolers (2-4),2015-09-01,46,41,2015,19661,0.002339657189359646,0.23396571893596463,2.339657189359646,0.002085346625298815
Pre-Schoolers (2-4),2015-10-01,45,40,2015,19661,0.00228879507654748,0.228879507654748,2.28879507654748,0.0020344845124866486
Pre-Schoolers (2-4),2015-11-01,43,40,2015,19661,0.002187070850923147,0.21870708509231473,2.1870708509231473,0.0020344845124866486
Pre-Schoolers (2-4),2015-12-01,45,36,2015,19661,0.00228879507654748,0.228879507654748,2.28879507654748,0.0018310360612379837
Pre-Schoolers (2-4),2016-01-01,40,38,2016,19246,0.002078353943676608,0.2078353943676608,2.078353943676608,0.0019744362464927776
Pre-Schoolers (2-4),2016-02-01,44,39,2016,19246,0.002286189338044269,0.22861893380442688,2.286189338044269,0.002026395095084693
Pre-Schoolers (2-4),2016-03-01,50,43,2016,19246,0.0025979424295957602,0.25979424295957604,2.59794242959576,0.002234230489452354
Pre-Schoolers (2-4),2016-04-01,37,30,2016,19246,0.0019224773979008626,0.19224773979008625,1.9224773979008625,0.001558765457757456
Pre-Schoolers (2-4),2016-05-01,45,41,2016,19246,0.0023381481866361843,0.23381481866361845,2.338148186636184,0.0021303127922685234
Pre-Schoolers (2-4),2016-06-01,55,44,2016,19246,0.002857736672555336,0.2857736672555336,2.857736672555336,0.002286189338044269
Pre-Schoolers (2-4),2016-07-01,36,32,2016,19246,0.0018705185493089473,0.18705185493089474,1.8705185493089473,0.0016626831549412864
Pre-Schoolers (2-4),2016-08-01,47,41,2016,19246,0.0024420658838200143,0.24420658838200143,2.4420658838200144,0.0021303127922685234
Pre-Schoolers (2-4),2016-09-01,50,38,2016,19246,0.0025979424295957602,0.25979424295957604,2.59794242959576,0.0019744362464927776
Pre-Schoolers (2-4),2016-10-01,45,38,2016,19246,0.0023381481866361843,0.23381481866361845,2.338148186636184,0.0019744362464927776
Pre-Schoolers (2-4),2016-11-01,42,36,2016,19246,0.0021822716408604385,0.21822716408604384,2.1822716408604386,0.0018705185493089473
Pre-Schoolers (2-4),2016-12-01,44,38,2016,19246,0.002286189338044269,0.22861893380442688,2.286189338044269,0.0019744362464927776
Pre-Schoolers (2-4),2017-01-01,39,36,2017,18947,0.0020583733572597245,0.20583733572597246,2.0583733572597245,0.0019000369451628227
Pre-Schoolers (2-4),2017-02-01,45,42,2017,18947,0.0023750461814535284,0.23750461814535284,2.3750461814535284,0.0022167097693566265
Pre-Schoolers (2-4),2017-03-01,47,38,2017,18947,0.0024806037895181293,0.24806037895181293,2.4806037895181294,0.002005594553227424
Pre-Schoolers (2-4),2017-04-01,38,32,2017,18947,0.002005594553227424,0.20055945532274239,2.0055945532274237,0.00168892172903362
Pre-Schoolers (2-4),2017-05-01,38,33,2017,18947,0.002005594553227424,0.20055945532274239,2.0055945532274237,0.0017417005330659207
Pre-Schoolers (2-4),2017-06-01,48,39,2017,18947,0.00253338259355043,0.253338259355043,2.53338259355043,0.0020583733572597245
Pre-Schoolers (2-4),2017-07-01,41,35,2017,18947,0.002163930965324326,0.21639309653243258,2.163930965324326,0.001847258141130522
Pre-Schoolers (2-4),2017-08-01,45,33,2017,18947,0.0023750461814535284,0.23750461814535284,2.3750461814535284,0.0017417005330659207
Pre-Schoolers (2-4),2017-09-01,44,38,2017,18947,0.0023222673774212278,0.23222673774212277,2.3222673774212277,0.002005594553227424
Pre-Schoolers (2-4),2017-10-01,47,38,2017,18947,0.0024806037895181293,0.24806037895181293,2.4806037895181294,0.002005594553227424
Pre-Schoolers (2-4),2017-11-01,46,39,2017,18947,0.002427824985485829,0.24278249854858291,2.427824985485829,0.0020583733572597245
Pre-Schoolers (2-4),2017-12-01,39,35,2017,18947,0.0020583733572597245,0.20583733572597246,2.0583733572597245,0.001847258141130522
Pre-Schoolers (2-4),2018-01-01,45,38,2018,18950,0.00237467018469657,0.23746701846965698,2.3746701846965697,0.0020052770448548813
Pre-Schoolers (2-4),2018-02-01,41,38,2018,18950,0.0021635883905013194,0.21635883905013192,2.1635883905013196,0.0020052770448548813
Pre-Schoolers (2-4),2018-03-01,54,44,2018,18950,0.002849604221635884,0.2849604221635884,2.849604221635884,0.0023218997361477574
Pre-Schoolers (2-4),2018-04-01,44,37,2018,18950,0.0023218997361477574,0.23218997361477575,2.3218997361477576,0.0019525065963060687
Pre-Schoolers (2-4),2018-05-01,40,39,2018,18950,0.0021108179419525065,0.21108179419525064,2.1108179419525066,0.002058047493403694
Pre-Schoolers (2-4),2018-06-01,43,36,2018,18950,0.0022691292875989446,0.22691292875989447,2.2691292875989446,0.001899736147757256
Pre-Schoolers (2-4),2018-07-01,33,28,2018,18950,0.001741424802110818,0.1741424802110818,1.741424802110818,0.0014775725593667547
Pre-Schoolers (2-4),2018-08-01,56,46,2018,18950,0.0029551451187335093,0.2955145118733509,2.955145118733509,0.0024274406332453827
Pre-Schoolers (2-4),2018-09-01,39,31,2018,18950,0.002058047493403694,0.2058047493403694,2.058047493403694,0.0016358839050131925
Pre-Schoolers (2-4),2018-10-01,43,34,2018,18950,0.0022691292875989446,0.22691292875989447,2.2691292875989446,0.0017941952506596306
